"id","deviceid","timestamp","speed","direction","vehicletype"
"43d206d7-5119-48dd-8904-22b452dd3bba","Vehicle-Shravan-123","2024-07-24 18:34:18.182","13.95379285251439","North-West","private"
"cfe673dd-6773-4bd8-a4f7-14b8c030ee7d","Vehicle-Shravan-123","2024-07-24 18:36:31.182","36.16350261669765","North-West","private"
"b391a598-a229-47c8-b252-4616d73ba39e","Vehicle-Shravan-123","2024-07-24 18:37:27.182","37.018096711688266","North-West","private"
"0598ffa8-53ed-4b96-8afa-b7639442da9d","Vehicle-Shravan-123","2024-07-24 18:38:26.182","55.694974377464625","North-West","private"
"fc3c1545-f44f-4785-838b-9eddd965c9c4","Vehicle-Shravan-123","2024-07-24 18:39:18.182","65.543866529488","North-West","private"
"c74b64b1-5d3d-4eee-b902-e9ba9d18c4d0","Vehicle-Shravan-123","2024-07-24 18:39:55.182","13.833174489085586","North-West","private"
"c3b77262-62dc-4463-8fbf-def4be4ecf14","Vehicle-Shravan-123","2024-07-24 18:40:39.182","97.10783776136182","North-West","private"
"cb2b97e2-ce50-4957-bdc0-ed1c29aaafa5","Vehicle-Shravan-123","2024-07-24 18:41:09.182","87.58529403781941","North-West","private"
"f74714bd-708a-4ab7-aa99-9358ab9e8ad0","Vehicle-Shravan-123","2024-07-24 18:35:10.182","22.044062204069668","North-West","private"
"ab202567-0e92-4b29-9548-14c3243d97de","Vehicle-Shravan-123","2024-07-24 18:35:42.182","35.89793804846284","North-West","private"
